responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
578,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,753717.0999999046,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
626,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,753765.0999999046,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
666,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,753804.4000000954,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
715,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,753853.7000000477,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
778,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,753916.5999999046,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
830,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,753968.5999999046,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
880,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754018.7999999523,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
928,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754067.2999999523,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
976,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754114.9000000954,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1016,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754154.4000000954,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1068,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754207.2000000477,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1115,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754254,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1164,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754303.0999999046,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1215,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754353.5999999046,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1266,raw_position_sample,2,2,int,29,2,2,3,-1,999,284,40,754404.2999999523,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1318,raw_position_sample,2,2,int,29,2,2,3,-1,999,303,41,754456.7000000477,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1369,raw_position_sample,2,2,int,29,2,2,3,-1,999,314,48,754507.4000000954,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1416,raw_position_sample,2,2,int,29,2,2,3,-1,999,326,54,754554.9000000954,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1470,raw_position_sample,2,2,int,29,2,2,3,1, In ,352,63,754608.5999999046,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,66.203125,340.875,86.203125,360.890625,1,1,,,,,,,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
1517,hover_association,2,2,int,29,2,2,3,1, In ,339,58,,698338769532fa3505077df5,698338769532fa3505077df5,intermediate,2,698338769532fa3505077df5,698338769532fa3505077df5,spotlight_PROLIFIC,,29,Brazil,Portuguese,"English, Spanish",Spanish,Portuguese:60|English:39|Spanish:1,100,Portuguese:80|English:20|Spanish:0,100,Portuguese:95|English:5|Spanish:0,100,16,4,Bachelor's,10,10,10,8,10,10,6,14,8,14,TOEFL,90,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,56.203125,338.373046875,96.203125,360.890625,1,1,hover,83.10000014305115,83.10000014305115,0.916037817677162,0.269921875,110,,,,,,2026-08-09T14:45:21.265Z,HRH4VSJU,2026-08-09,2026-08-09,11:45:21,2026-08-09 11:45:21,,,,,,,,698338769532fa3505077df5,698338769532fa3505077df5,,,,
