responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
2530,raw_position_sample,2,2,int,17,1,6,7,-1,999,855,138,3022592.299999982,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2586,raw_position_sample,2,2,int,17,1,6,7,-1,999,890,148,3022647.900000006,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2634,raw_position_sample,2,2,int,17,1,6,7,-1,999,892,151,3022696.199999988,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2685,raw_position_sample,2,2,int,17,1,6,7,-1,999,892,151,3022746.599999994,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2729,raw_position_sample,2,2,int,17,1,6,7,-1,999,892,151,3022791.299999982,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2784,raw_position_sample,2,2,int,17,1,6,7,-1,999,894,152,3022845.400000006,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2835,raw_position_sample,2,2,int,17,1,6,7,-1,999,896,152,3022896.5,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2882,raw_position_sample,2,2,int,17,1,6,7,-1,999,903,152,3022943.5,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2930,raw_position_sample,2,2,int,17,1,6,7,-1,999,904,152,3022991.599999994,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
2977,raw_position_sample,2,2,int,17,1,6,7,-1,999,905,151,3023039,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,intermediate,1,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,spotlight_PROLIFIC,,32,Brazil,Portuguese,English,,Portuguese:70|English:30,100,Portuguese:60|English:40,100,Portuguese:50|English:50,100,15,3,Some post-secondary,10,10,10,4,5,5,19,27,20,26,Duolingo,101,,,,,23,25,C1,intermediate|advanced,intermediate|advanced,cambridge_22_25_intermediate_advanced,4,18,random,,,,,,,,,,,,,,,,,,,2026-08-09T14:44:53.967Z,F8S54NXN,2026-08-09,2026-08-09,11:44:53,2026-08-09 11:44:53,,,,,,,,691b81a6dc154f7fdec0a043,691b81a6dc154f7fdec0a043,,,,
