responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
50104,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,6,so,so,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
50104,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,7,once,once,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
50104,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,8,edge,edge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
50104,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,9,mean,mean,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
50104,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,10,with,with,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
50104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64030,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,11,giving,giving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64030,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,12,to eat,to eating,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64030,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,13,No matter how,No matter how,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64030,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,14,since,that,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64030,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,15,ordered,ordered,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64870,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,16,about,about,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64870,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,17,almost,almost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64870,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64870,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,19,opportunity,opportunity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64870,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,20,little,little,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
64870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
76269,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,21,would explain,explained,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
76269,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,22,sides,sides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
76269,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,23,highly,highly,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
76269,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,24,retrace,retrace,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
76269,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,25,vicinity,vicinity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
76271,,,,,spotlight_PROLIFIC,cambridge_general_english_summary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,25,B2,intermediate|advanced,intermediate|advanced,cambridge_15_21_random_intermediate_advanced,4,19,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
76274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
1738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,-1,999,203,72,606304.3000000119,,,,,,,,,,,,,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,1, The ,248,88,,hover,6,6,0.9990536298373657,0.002812290728052278,19,87.88750839233398,208.4099967956543,127.88750076293945,248.03750228881836,1,1,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,261,95,606354.400000006,,,,,,,97.88750457763672,248.03750610351562,117.88750457763672,310.075008392334,1,2,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,272,107,606404,,,,,,,97.88750457763672,248.03750610351562,117.88750457763672,310.075008392334,1,2,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,2, coastal ,296,123,606457.5,,,,,,,97.88750457763672,248.03750610351562,117.88750457763672,310.075008392334,1,2,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,2, coastal ,253,91,,hover,133,133,0.9504330460993999,0.8778124576210895,19,87.88750839233398,248.03750228881836,127.88750076293945,310.0750102996826,1,2,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,3, tram ,343,125,606506,,,,,,,97.88750457763672,310.07501220703125,117.88750457763672,351.0875129699707,1,3,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,3, tram ,312,123,,hover,36.69999998807907,36.69999998807907,0.8028039064366801,0.9278124671578345,19,87.88750839233398,310.0750102996826,127.88750076293945,351.08750343322754,1,3,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,4, arrived ,355,126,,hover,35.900000005960464,35.900000005960464,0.9814659424769105,0.9778124766945795,19,87.88750839233398,351.08750343322754,127.88750076293945,411.1125068664551,1,4,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,5, at ,423,127,,hover,7,7,0.5936323727745406,0.9778124766945795,19,87.88750839233398,411.1125068664551,127.88750076293945,431.1375150680542,1,5,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,435,127,606555.599999994,,,,,,,97.88750457763672,431.13751220703125,117.88750457763672,461.1625118255615,1,6,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,6, the ,435,127,,hover,24.099999994039536,24.099999994039536,0.9945875437943852,0.9778124766945795,19,87.88750839233398,431.1375150680542,127.88750076293945,461.1625089645386,1,6,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,484,125,606603.3000000119,,,,,,,97.88750457763672,461.1625061035156,117.88750457763672,519.200008392334,1,7,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,504,125,606653.8000000119,,,,,,,97.88750457763672,461.1625061035156,117.88750457763672,519.200008392334,1,7,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,510,125,606705.2000000179,,,,,,,97.88750457763672,461.1625061035156,117.88750457763672,519.200008392334,1,7,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,510,125,606754.7000000179,,,,,,,97.88750457763672,461.1625061035156,117.88750457763672,519.200008392334,1,7,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,7, station ,509,125,606803.900000006,,,,,,,97.88750457763672,461.1625061035156,117.88750457763672,519.200008392334,1,7,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,7, station ,468,127,,hover,279.40000000596046,279.40000000596046,0.10058136379359582,0.852812452852717,19,87.88750839233398,461.1625089645386,127.88750076293945,519.2000102996826,1,7,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,,,900,1,6, the ,454,120,606859,,,,,,,97.88750457763672,431.13751220703125,117.88750457763672,461.1625118255615,1,6,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
1182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,,,900,1,6, the ,454,120,,hover,11,11,0.3617814201526845,0.7778124385475995,19,87.88750839233398,431.1375150680542,127.88750076293945,461.1625089645386,1,6,,,,,,,,,,2026-08-25T07:21:52.191Z,,2026-08-25,2026-08-25,03:21:52,2026-08-25 03:21:52,2026-08-25T07:48:42.237Z,1610046,,,,,,2026-08-25,03:48:42,2026-08-25 03:48:42,1610046
